# q qerr q^2*I(q) q^2*I(q)err
5.991364366144315279e-02 1.965484776535853951e-05 2.334370170918902403e-03 8.268633370486861978e-01
5.998126078265137578e-02 1.970599153119119965e-05 2.207362549831009321e-03 8.100918855271794783e-01
6.004886436173050013e-02 1.951709327784500171e-05 2.358688017871259871e-03 8.292089938976399122e-01
6.011626288108744970e-02 1.963692348497779201e-05 2.350766059533137328e-03 8.284191456682905574e-01
6.018379639638688633e-02 1.962683733713615301e-05 2.147610498775905877e-03 7.898942729821526454e-01
6.025142710689299769e-02 1.973661448480360862e-05 2.223639619721173594e-03 8.044250064496498709e-01
6.031912409252544044e-02 1.970349330475807984e-05 2.215353386948866379e-03 8.130151175440982758e-01
6.038660659591183616e-02 1.948135204846003043e-05 2.175510754288593682e-03 8.011262161320461539e-01
6.045383886371454019e-02 1.953268463061709964e-05 2.169526873554213954e-03 8.031581194988481887e-01
6.052136200881974570e-02 1.965766386014037076e-05 2.136160789409276457e-03 7.816856938746116201e-01
6.058904402302296710e-02 1.967807865773266453e-05 2.157337027140092747e-03 7.826393170424505996e-01
6.065647175363587940e-02 1.958822287400341152e-05 2.130907635607593494e-03 7.885879124871759682e-01
6.072373151937017488e-02 1.951457476157815815e-05 2.215644232806456091e-03 7.912085319457538013e-01
6.079141522305335499e-02 1.982048940501544883e-05 2.103677623266335655e-03 7.674632117645927565e-01
6.085913954997525244e-02 1.953722181820452379e-05 2.223108956025678009e-03 7.809638697102460059e-01
6.092668776913937739e-02 1.969034993196981391e-05 2.177005899652756024e-03 7.780322610248963100e-01
6.099406708586577880e-02 1.950215117598655520e-05 2.105951162382427386e-03 7.769524161786357519e-01
6.106153683724321879e-02 1.967621983380030555e-05 1.986112328651663990e-03 7.428064647411282140e-01
6.112921923431393484e-02 1.975726994090593936e-05 2.185607343478235438e-03 7.807634701974127678e-01
6.119687775494579013e-02 1.957053080406960367e-05 1.986526725807040948e-03 7.297893725086579408e-01
6.126444592099591913e-02 1.967179317764961030e-05 2.075922163066507356e-03 7.665027833177321392e-01
6.133185451962121226e-02 1.949781333028325267e-05 2.059455997161774559e-03 7.588436659202580925e-01
6.139933307759553455e-02 1.972984360163225891e-05 1.997442195858784367e-03 7.581618038289875683e-01
6.146695230577144120e-02 1.961742167943796174e-05 1.947369804595917029e-03 7.268858722755141555e-01
6.153446849195574886e-02 1.959860126687057962e-05 1.963135515631908665e-03 7.445954329792562332e-01
6.160208041976773102e-02 1.970588146207869398e-05 2.032642360830715870e-03 7.577792493832269383e-01
6.166964205464322418e-02 1.955640308826408862e-05 1.898444789429873901e-03 7.137620974176730471e-01
6.173705523934207989e-02 1.960681341620769630e-05 1.928189236735766482e-03 7.288874040150085110e-01
6.180452399217230275e-02 1.963665170445380606e-05 1.901532015324311530e-03 7.058432922964592571e-01
6.187205079666239366e-02 1.959593455156167469e-05 1.882507297483495363e-03 7.103538745296562595e-01
6.193963234036782561e-02 1.977260657152296960e-05 1.785351827852879689e-03 6.782743718386252674e-01
6.200734948526622631e-02 1.960132745105737251e-05 1.861021849190143363e-03 7.020350791757603570e-01
6.207481263355282830e-02 1.959329532211583584e-05 1.809311972275595400e-03 7.019939548462301726e-01
6.214217845505589505e-02 1.951162186728464321e-05 1.781393764394408269e-03 6.774172145389005806e-01
6.220981644164487456e-02 1.977016760093843313e-05 1.787569415013653138e-03 6.872837697843007243e-01
6.227751327455222780e-02 1.966784956569546581e-05 1.802255767900346611e-03 6.988526751070353038e-01
6.234497361774460344e-02 1.955748529880288239e-05 1.811442121209540148e-03 6.865284012324973650e-01
6.241250087309368338e-02 1.972060628202879684e-05 1.784640121516861992e-03 6.789180851377623060e-01
6.248003050931683067e-02 1.951442575276428473e-05 1.746959905151594271e-03 6.696472015007710610e-01
6.254750061004862860e-02 1.965467912196683476e-05 1.693804058002564700e-03 6.705678393181755403e-01
6.261505077661273788e-02 1.960810356406235787e-05 1.688675298363880636e-03 6.788333493794347362e-01
6.268247285366787547e-02 1.955026231927377295e-05 1.664962490280800416e-03 6.527418610141269006e-01
6.275002832462074631e-02 1.976640894167051838e-05 1.684421380500787961e-03 6.657255596290220234e-01
6.281766841448556404e-02 1.958396606866191493e-05 1.629439990854780057e-03 6.530151814668759824e-01
6.288521095140173212e-02 1.968971844575737834e-05 1.676957075192769949e-03 6.570477238743666071e-01
6.295265588656070999e-02 1.952139377646668324e-05 1.683737178576591486e-03 6.599501207835402061e-01
6.302007569526152375e-02 1.963014455132848428e-05 1.676302294430903009e-03 6.555277069796180411e-01
6.308769453253748605e-02 1.974311644546921746e-05 1.678310785521537922e-03 6.508713965171842863e-01
6.315532791552239122e-02 1.958457084386164583e-05 1.583361690179394682e-03 6.287844281829846338e-01
6.322285383508984002e-02 1.967563566575529019e-05 1.640504703513309334e-03 6.449453447582965682e-01
6.329029972925004355e-02 1.953948097979447244e-05 1.677076114820172251e-03 6.665501292580191528e-01
6.335780354880515830e-02 1.966530195417075220e-05 1.540310850041240118e-03 6.208841358552429357e-01
6.342546631766421417e-02 1.969562004359979410e-05 1.580862203577077007e-03 6.449132018981412751e-01
6.349290689074722771e-02 1.952509496757264139e-05 1.550082166963841560e-03 6.285535354099762717e-01
6.356033185702752997e-02 1.972582779048972427e-05 1.593903804028438042e-03 6.425359636049425838e-01
6.362801813583759958e-02 1.961772955896772761e-05 1.506982402845434121e-03 6.224917137587886451e-01
6.369557735015486666e-02 1.964042067193819672e-05 1.501545725304524086e-03 6.090712317544686449e-01
6.376308460276090828e-02 1.963335985550339728e-05 1.509248613218813762e-03 6.236675067033701225e-01
6.383059130896708011e-02 1.960196208399434076e-05 1.571991141383990683e-03 6.308152386558318891e-01
6.389813030421369333e-02 1.974217464555985308e-05 1.495526782900461317e-03 6.151423676190950207e-01
6.396575699139386839e-02 1.962900823817922375e-05 1.500951109777341232e-03 6.122299136162758781e-01
6.403329445722813484e-02 1.970341378708283922e-05 1.454263385339849132e-03 6.059239777035079211e-01
6.410089689233745835e-02 1.963993318095123692e-05 1.461028224316955268e-03 5.994238055312888225e-01
6.416833126460425030e-02 1.954336002062627263e-05 1.499632147308752961e-03 6.196991426591493823e-01
6.423574110730374820e-02 1.967436149355478457e-05 1.444820468288935495e-03 5.844178994702158292e-01
6.430325739075146152e-02 1.961203428546923357e-05 1.471152137334834136e-03 5.938952354557689439e-01
6.437090538272241536e-02 1.978859675419099537e-05 1.478280989731596594e-03 5.981478890255327308e-01
6.443844791986962084e-02 1.954320817632300791e-05 1.457739671629314010e-03 5.946979030199691652e-01
6.450588195376501244e-02 1.967520454507424156e-05 1.412064535734880270e-03 5.807064319411499032e-01
6.457348896628861690e-02 1.969590137232314568e-05 1.470634080089237719e-03 5.998154191112293754e-01
6.464100986480847411e-02 1.958661908517200052e-05 1.385701721353710088e-03 5.800458409383425495e-01
6.470849003987123871e-02 1.968967544947760028e-05 1.364564316499675828e-03 5.778985546909879423e-01
6.477598624835348429e-02 1.959168703536207234e-05 1.408181708963275125e-03 5.748800712348396402e-01
6.484364695191993655e-02 1.977758236116082787e-05 1.377482933430802673e-03 5.672573635580733242e-01
6.491127703235302637e-02 1.966760044479960406e-05 1.425198283516660586e-03 5.778759632329275586e-01
6.497874501888342702e-02 1.953694116424867184e-05 1.360070739389636872e-03 5.839758601421952688e-01
6.504604546662827447e-02 1.959151687394782655e-05 1.305086880491867574e-03 5.651129708379920569e-01
6.511342700743460998e-02 1.964619233318000983e-05 1.322515539080812777e-03 5.543758787466489535e-01
6.518128589425957464e-02 1.984947249689999330e-05 1.406623002599129970e-03 5.839771538568103715e-01
6.524906775353638000e-02 1.965791772330090537e-05 1.389690670294571216e-03 5.627025903036367849e-01
6.531654997419251985e-02 1.952249396251738104e-05 1.338240373148879073e-03 5.708326847237404911e-01
6.538396475873796410e-02 1.969266740295105077e-05 1.402337272910164547e-03 5.741703220417285758e-01
6.545139538514248290e-02 1.951333455104934018e-05 1.350087802334314253e-03 5.619679428693608036e-01
6.551879657422077230e-02 1.973236610696006593e-05 1.303775927860207793e-03 5.591153700926979608e-01
6.558632248788580366e-02 1.958036838989207326e-05 1.294036921290870126e-03 5.577407603780825118e-01
6.565393316067889840e-02 1.972182469488290290e-05 1.365707900616074414e-03 5.499405428426418219e-01
6.572175150112569142e-02 1.977581862597424517e-05 1.357684615993274896e-03 5.751449635020158269e-01
6.578928594784211326e-02 1.951321050439458669e-05 1.238237203795083561e-03 5.304507148922250614e-01
6.585662803128886078e-02 1.963749460064720382e-05 1.353718239224760943e-03 5.725152318424991948e-01
6.592402221043205945e-02 1.956201387839276898e-05 1.287558040872984746e-03 5.476826037857774887e-01
6.599152866718488442e-02 1.973311790188921904e-05 1.358027351904208179e-03 5.768898064849747875e-01
6.605929133811286325e-02 1.977456214206170089e-05 1.366803237273075521e-03 5.691830083001137019e-01
6.612687908288646110e-02 1.954692873470946404e-05 1.286328778091500079e-03 5.389366235896939639e-01
6.619431184832702542e-02 1.966856409152423240e-05 1.330289168147549611e-03 5.571609354492811361e-01
6.626178347378818001e-02 1.960860730239853428e-05 1.346104437667409569e-03 5.784664711645303159e-01
6.632941238979844778e-02 1.978532997005012507e-05 1.234444680013781952e-03 5.286726596966625502e-01
6.639697574284730841e-02 1.957805504555244430e-05 1.265384317233437476e-03 5.335540343597404700e-01
6.646439942869306061e-02 1.960927533607245850e-05 1.314857777812651748e-03 5.584746196459269285e-01
6.653186843342252799e-02 1.968549690689026745e-05 1.321472781029302398e-03 5.556294996450132917e-01
6.659956440453898563e-02 1.972139752891237572e-05 1.333317228118538044e-03 5.447795946165684411e-01
6.666714836038116487e-02 1.964988496990051345e-05 1.332329699271083464e-03 5.485464578860232976e-01
6.673448607536668076e-02 1.954612374371662056e-05 1.289879326202292677e-03 5.429269715843244581e-01
6.680194576015292818e-02 1.966604789108970547e-05 1.332721315228159800e-03 5.464885181921627089e-01
6.686966970402805077e-02 1.983016739207175616e-05 1.292179143073020082e-03 5.396456740356463389e-01
6.693739948440588505e-02 1.959850054336222900e-05 1.318133038004175740e-03 5.324601703892817284e-01
6.700474903814920835e-02 1.957934303840366577e-05 1.278119031144617571e-03 5.329796350832556318e-01
6.707208969336789228e-02 1.956980756714586103e-05 1.316174963407114535e-03 5.452127096155160446e-01
6.713958495540023330e-02 1.971853075085835283e-05 1.272142308087562384e-03 5.317790291433178718e-01
6.720722025403963462e-02 1.972863631137054260e-05 1.260807522488272339e-03 5.330829402589123411e-01
6.727486853849019843e-02 1.960858057945088806e-05 1.283954796434524795e-03 5.320779446409305002e-01
6.734239824584410672e-02 1.967996067469957966e-05 1.293096282332999950e-03 5.384413697749093064e-01
6.740996841016187735e-02 1.966504176771510605e-05 1.321801551451321942e-03 5.333870952065832283e-01
6.747761150406175745e-02 1.975794249922597343e-05 1.345122943767551984e-03 5.641136336429340981e-01
6.754503157661112533e-02 1.946078690348526403e-05 1.378689893681571670e-03 5.437194879544978710e-01
6.761228287531841075e-02 1.958766639391028942e-05 1.281694377894136445e-03 5.347212240454042309e-01
6.767983190240735303e-02 1.975340330706421683e-05 1.262963555666636812e-03 5.204590085749150052e-01
6.774753372848034416e-02 1.968649691216774907e-05 1.315527227281026610e-03 5.376740808123150472e-01
6.781518486229562437e-02 1.974605485694248198e-05 1.303353278656564987e-03 5.452084897369064986e-01
6.788256243134613288e-02 1.947864427971115738e-05 1.361956422205768714e-03 5.374926909172120792e-01
6.794996132213824980e-02 1.971326450093406662e-05 1.327996423812885735e-03 5.239879221262885300e-01
6.801751283430793049e-02 1.970023503047177712e-05 1.213872614903478567e-03 5.163264451080697981e-01
6.808519021377619496e-02 1.968277175290609725e-05 1.275493730645791638e-03 5.270738166903840005e-01
6.815279564793198797e-02 1.971057720833769523e-05 1.327278838569369854e-03 5.405515599851666853e-01
6.822023586470926659e-02 1.958522094129923870e-05 1.360525381282679924e-03 5.425848792339728055e-01
6.828780691262412161e-02 1.980619045566819040e-05 1.265905716677290758e-03 5.214023405410082024e-01
6.835537103164528172e-02 1.962319876754771425e-05 1.306380764481067640e-03 5.282544634053958355e-01
6.842280816504645036e-02 1.959464973984764756e-05 1.333726682869953648e-03 5.292686736639586886e-01
6.849037289102345716e-02 1.973899915876715683e-05 1.301978288301951399e-03 5.275639216772859408e-01
6.855810116289391687e-02 1.969462648504519822e-05 1.254393345911374762e-03 5.159103756473587543e-01
6.862573673055907819e-02 1.973695004388830487e-05 1.356508655016698626e-03 5.507241517010356135e-01
6.869311314637960297e-02 1.951179618527297430e-05 1.322133372455068165e-03 5.338541539756154197e-01
6.876038685976997022e-02 1.957916638211344980e-05 1.324998006504942392e-03 5.396399112068448467e-01
6.882788514668906898e-02 1.975033724549217520e-05 1.332488291082462115e-03 5.395056729463508782e-01
6.889574693876517053e-02 1.975359542521189449e-05 1.359717152477636073e-03 5.515638776057040227e-01
6.896334666909714750e-02 1.962834245954301222e-05 1.366586422004512644e-03 5.531735390347602976e-01
6.903063967709052728e-02 1.954689284752075584e-05 1.383273170787142426e-03 5.477490013829173776e-01
6.909813816654890306e-02 1.976877881534140876e-05 1.384370596364705016e-03 5.515079251323284915e-01
6.916575706863946349e-02 1.965420657179331329e-05 1.388604103251067949e-03 5.511159319484608687e-01
6.923329845293381413e-02 1.965505419164164654e-05 1.397506022624499461e-03 5.430132981632687095e-01
6.930073875268549788e-02 1.962621543037526152e-05 1.364324839497583954e-03 5.376500937306923911e-01
6.936827407319398620e-02 1.972126225567787068e-05 1.421555233221457031e-03 5.448755243556077099e-01
6.943605888326001563e-02 1.985887050256139361e-05 1.381536514215111512e-03 5.352317152298099456e-01
6.950361817116457175e-02 1.957068256185360617e-05 1.405594191396094313e-03 5.290956845770017347e-01
6.957091414295751841e-02 1.958654624994237917e-05 1.390804150483811218e-03 5.374094877412226579e-01
6.963847067798363544e-02 1.976093484263005863e-05 1.416506015455720790e-03 5.452684735742437949e-01
6.970601283757488220e-02 1.960012343312958794e-05 1.330880311308624926e-03 5.331795549660595102e-01
6.977354990768631915e-02 1.980883797496312885e-05 1.361379066720529510e-03 5.315083539230343046e-01
6.984099930954547342e-02 1.952243701237866064e-05 1.525383964519414154e-03 5.628450730119456402e-01
6.990848460589854652e-02 1.977083839048761422e-05 1.411001533302485558e-03 5.390718054142176197e-01
6.997609372069420186e-02 1.966791821438900367e-05 1.509645946236478492e-03 5.621490461937372896e-01
7.004373870949649750e-02 1.975264347972058136e-05 1.453453991918345588e-03 5.373868501315479662e-01
7.011133123675113155e-02 1.969018655425410999e-05 1.408791533978453634e-03 5.267269882900453837e-01
7.017871523423813152e-02 1.955818763375614602e-05 1.545628043849834633e-03 5.857413823324545410e-01
7.024627896917982894e-02 1.985020407249727151e-05 1.359516042279873245e-03 5.226414083166918134e-01
7.031399774132296443e-02 1.967062750988562961e-05 1.540835113828843651e-03 5.562185652491290488e-01
7.038147964549709701e-02 1.957372220716307171e-05 1.489427612261499728e-03 5.642306149327689369e-01
7.044883917448027666e-02 1.965670408887819676e-05 1.425724506141739590e-03 5.445800942880916207e-01
7.051637961481077577e-02 1.965114335448867207e-05 1.489422391121398301e-03 5.358544258762905077e-01
7.058403220209134854e-02 1.982647141296702182e-05 1.441153097480229106e-03 5.481243336518293319e-01
7.065172427429979030e-02 1.966795243853186473e-05 1.465456756331827860e-03 5.588440949593463936e-01
7.071913274861911514e-02 1.954590267172573060e-05 1.494729413017554381e-03 5.398060563560408420e-01
7.078649787410805361e-02 1.970429587807885966e-05 1.533716007295980299e-03 5.642151673118362964e-01
7.085398810698340100e-02 1.955570308552144183e-05 1.552942307085566041e-03 5.607839279265861565e-01
7.092148920834283332e-02 1.978419505975638793e-05 1.565008488871660929e-03 5.562725964182478888e-01
7.098900517770125040e-02 1.956140924245239340e-05 1.560716157160771996e-03 5.604863154379706724e-01
7.105658149569057946e-02 1.985826956995671792e-05 1.542063366948587602e-03 5.661912523487069304e-01
7.112425754133550049e-02 1.966192552444843237e-05 1.557546604924364003e-03 5.537607841931595498e-01
7.119182290963876891e-02 1.972977305312311280e-05 1.563712104708246719e-03 5.582696917706702067e-01
7.125936267984539496e-02 1.964936575478256139e-05 1.659619925268541237e-03 5.641083421807737697e-01
7.132685473045650981e-02 1.962776093723881459e-05 1.605475588904222350e-03 5.737282962378787987e-01
7.139433888422085095e-02 1.973995643413765729e-05 1.598221147164835369e-03 5.697112102037966697e-01
7.146185785957229197e-02 1.970869968901868376e-05 1.677580589790856041e-03 5.725531463298091372e-01
7.152947001670117988e-02 1.973627170296846220e-05 1.600875685875326670e-03 5.641767541091377014e-01
7.159695159843405821e-02 1.961673882064632801e-05 1.575515722252959251e-03 5.601319452752711037e-01
7.166445590570129365e-02 1.967835505599392079e-05 1.604081253390942600e-03 5.600545107889347562e-01
7.173217835922149344e-02 1.984610661368673004e-05 1.643051713497457270e-03 5.639206604706039627e-01
7.179962873211635788e-02 1.949496976705039828e-05 1.638745050027554627e-03 5.780599082790557341e-01
7.186714067325890298e-02 1.983639755376792542e-05 1.689774714280376606e-03 5.709214839027560995e-01
7.193474584849059161e-02 1.963411040877733425e-05 1.628986180809709671e-03 5.623802730251358239e-01
7.200224428398861731e-02 1.971163895926838393e-05 1.623560284732893533e-03 5.632077850698122834e-01
7.206963912551452023e-02 1.965604605594666374e-05 1.654327199606866333e-03 5.665245862352070727e-01
7.213712781915973538e-02 1.962754258060595000e-05 1.698021961338352318e-03 5.747858106219403407e-01
7.220475829050007621e-02 1.983680409637095045e-05 1.661504368069720598e-03 5.707114700119669815e-01
7.227244067655265447e-02 1.969453105363660027e-05 1.600364979930919349e-03 5.541734195323929635e-01
7.233988320279950701e-02 1.963154921729738916e-05 1.703822806393082969e-03 5.675825916453091091e-01
7.240726690315189840e-02 1.966230148670779034e-05 1.653574271910736434e-03 5.667873044092845980e-01
7.247480984741815069e-02 1.957744458948991351e-05 1.710075235375497875e-03 5.879761446676877723e-01
7.254245156433819508e-02 1.986381027399099951e-05 1.799765067029783028e-03 5.920058690080216568e-01
7.261008866562090880e-02 1.963831233140622221e-05 1.760557802628671259e-03 5.744977015202186177e-01
7.267757171903374558e-02 1.975819082285993066e-05 1.729375561845244384e-03 5.660891776825933697e-01
7.274502925274091425e-02 1.961133433320008749e-05 1.718109109446707555e-03 5.685943407849785025e-01
7.281245248737830411e-02 1.967867787970502285e-05 1.806161793742516730e-03 5.979426528909547178e-01
7.288013673566534623e-02 1.981848631587419696e-05 1.743258180717871791e-03 5.677925651780583172e-01
7.294780239583632808e-02 1.962212504947589387e-05 1.691649332041359616e-03 5.585192896909300098e-01
7.301516739455905791e-02 1.962910528356562280e-05 1.790880241689408190e-03 5.603874072643600934e-01
7.308256144723601633e-02 1.970971498357761652e-05 1.819622199799868830e-03 5.965467210406252274e-01
7.315024106405938753e-02 1.980147177828687647e-05 1.803764992326789334e-03 5.870513247440478644e-01
7.321788576517150593e-02 1.971182955432290013e-05 1.879014533293581202e-03 6.083606101837697455e-01
7.328535449082684838e-02 1.959474885095498957e-05 1.856811661115926855e-03 5.975267197764220217e-01
7.335283949858457941e-02 1.975253010580182132e-05 1.863514958217225327e-03 5.949350135586041199e-01
7.342041854459892269e-02 1.972842184100101199e-05 1.820982243117560224e-03 5.847809551352743940e-01
7.348801485128379773e-02 1.974824857830990131e-05 1.928745830993752915e-03 6.069502510307260845e-01
7.355546404582531672e-02 1.965816961719214550e-05 1.956405499670649511e-03 5.924435621768689986e-01
7.362303574141684792e-02 1.969689917252679626e-05 1.941835236543679871e-03 6.038354549267900273e-01
7.369063579691824406e-02 1.974006722374411962e-05 1.917719395759515241e-03 6.019216558154361074e-01
7.375815682304441567e-02 1.969623912605410109e-05 2.054093758897388398e-03 6.164972804659799577e-01
7.382564895890807166e-02 1.972140602112117008e-05 1.886492069824155819e-03 5.877711700780015036e-01
7.389311573952883627e-02 1.968317245141333596e-05 1.963197024816906201e-03 5.912141142818594375e-01
7.396073521958206054e-02 1.977841685137560792e-05 2.087821763310376399e-03 6.219037263775089031e-01
7.402851778740511535e-02 1.978074824699093461e-05 2.078424726110873842e-03 6.270276534961960468e-01
7.409600252650899721e-02 1.956998489599366428e-05 2.093935814469262760e-03 6.185641625787793307e-01
7.416324668621902816e-02 1.967096531557845475e-05 2.035592453331158333e-03 6.087456319742989841e-01
7.423068734534794821e-02 1.969835934710728367e-05 2.134034513414520464e-03 6.269284425510518455e-01
7.429837380111786738e-02 1.982702311904881512e-05 2.113755651268591287e-03 6.189198831416183877e-01
7.436612415651566721e-02 1.980288959259621305e-05 2.068555687140394197e-03 6.147734393197279434e-01
7.443358193055835126e-02 1.953568385008896098e-05 2.063145910427487909e-03 6.281836470979763609e-01
7.450099314684956175e-02 1.978643439784378303e-05 2.145476941170159930e-03 6.259870903518807150e-01
7.456854811021694507e-02 1.964890708260379822e-05 2.092417986372102981e-03 5.963893494138341467e-01
7.463605844020820834e-02 1.978335882867644508e-05 2.062797280923306647e-03 6.082224950236080341e-01
7.470356038616603189e-02 1.964571035514278962e-05 2.164896440057154699e-03 6.266803648665119075e-01
7.477116543768670687e-02 1.977831781675736377e-05 2.134281147008124883e-03 6.223317139487113403e-01
7.483883760773490934e-02 1.982511576631749924e-05 2.138057052242145571e-03 6.225155558075566864e-01
7.490646936729952743e-02 1.965948333287056572e-05 2.098496210410646847e-03 6.161804218063360317e-01
7.497381607561970362e-02 1.965882671765161564e-05 2.287471420571655749e-03 6.426709457189759833e-01
7.504116392463033858e-02 1.963663644116971037e-05 2.202995055271342751e-03 6.208916390476800773e-01
7.510871043680554526e-02 1.979650122100848916e-05 2.271828099007531382e-03 6.248343546037475882e-01
7.517649056863914825e-02 1.984332934903720495e-05 2.208710502366028998e-03 6.217048105745545117e-01
7.524413093340026615e-02 1.963940694534566954e-05 2.212223836026796543e-03 6.184470485988388111e-01
7.531151426798847470e-02 1.966012847040806677e-05 2.196087275667561907e-03 6.290510927385043471e-01
7.537887177777438663e-02 1.967400350817851773e-05 2.266045541038208978e-03 6.423237841678628435e-01
7.544655451423740167e-02 1.988894559420755300e-05 2.336966458445077690e-03 6.511056434424762340e-01
7.551420738212075157e-02 1.969539129746266339e-05 2.341904978896063288e-03 6.424928823301934155e-01
7.558170962927074354e-02 1.965530952116988157e-05 2.305645163693032917e-03 6.305075733399164717e-01
7.564919070617179275e-02 1.976803401490089600e-05 2.339615316398017779e-03 6.548785530653412623e-01
7.571685717174926611e-02 1.975562565404420781e-05 2.234200370428346839e-03 6.270916565324798908e-01
7.578432949227333071e-02 1.967617199504363058e-05 2.328533991290251959e-03 6.582234388845132900e-01
7.585193029848040502e-02 1.947586292639845757e-05 2.405186786339910416e-03 6.401340055792897887e-01
7.591939340937796377e-02 1.961697285291517988e-05 2.421270941098873850e-03 6.561365287961379300e-01
7.598715985637204129e-02 1.981020311951990000e-05 2.396708037692591668e-03 6.570825778250524163e-01
7.605490738764146552e-02 1.951133092279899687e-05 2.396088098701202370e-03 6.559680667277392185e-01
7.612228239830391707e-02 1.955896206222286038e-05 2.323658989482169090e-03 6.541887410349478404e-01
7.618953945187792454e-02 1.939891916995161808e-05 2.407292882311173887e-03 6.596141510514526018e-01
7.625703295999998466e-02 1.974902320035586186e-05 2.410437693906421555e-03 6.457204432341673295e-01
7.632482032424336982e-02 1.970874969713691530e-05 2.410797705355936533e-03 6.686455056689479814e-01
7.639234410508241591e-02 1.946393733233212967e-05 2.549160468185986041e-03 6.678469276311153058e-01
7.645982406667231612e-02 1.971346074686843231e-05 2.486747929754967983e-03 6.623237185474500910e-01
7.652744371870981444e-02 1.955557375462662215e-05 2.427168784665341330e-03 6.539040319683279145e-01
7.659495495969323442e-02 1.972639392518064970e-05 2.498887012933500174e-03 6.801723669706296604e-01
7.666258366159893478e-02 1.956507115737255258e-05 2.469940238399264635e-03 6.542880324477275966e-01
7.672995904114018884e-02 1.950144908203740087e-05 2.437001686666676915e-03 6.486778559825870927e-01
7.679736737868000929e-02 1.965875776798703430e-05 2.473223534040168078e-03 6.655647255425332087e-01
7.686514317030117283e-02 1.973086904989035880e-05 2.421509455753510526e-03 6.506064582466930535e-01
7.693280592797265005e-02 1.958079379445973130e-05 2.591496654134374262e-03 6.799937444079841020e-01
7.700008225787051408e-02 1.943115926844202630e-05 2.521716707301710492e-03 6.684626796335442211e-01
7.706753729094766026e-02 1.968178548898878396e-05 2.570846311810928535e-03 6.691501052545287820e-01
7.713514476226897287e-02 1.964917624315718153e-05 2.539974503635041188e-03 6.769404158152956263e-01
7.720276743955674370e-02 1.961510983264675256e-05 2.360521690706016227e-03 6.348025656035491959e-01
7.727030186979758075e-02 1.957535539855645491e-05 2.595344484984878942e-03 6.591144503247442499e-01
7.733784148622706300e-02 1.956399059918396507e-05 2.540572683103143985e-03 6.675046445988176425e-01
7.740532231753703696e-02 1.962033000220249021e-05 2.475576735786837439e-03 6.545318420678056803e-01
7.747281310221840189e-02 1.959192019084424384e-05 2.595585487081938231e-03 6.732928062049912121e-01
7.754038813861913182e-02 1.959082626094861811e-05 2.602491503601308837e-03 6.751074893713667757e-01
7.760791318272242112e-02 1.962717856963913418e-05 2.712706238360106017e-03 6.810679419706122673e-01
7.767559626442388510e-02 1.970906222723644267e-05 2.649555319632973353e-03 6.771376792283775314e-01
7.774347196937946014e-02 1.970218762639930978e-05 2.592073566821592994e-03 6.614467212322089340e-01
7.781087888038705491e-02 1.938459709647142416e-05 2.747664744404413467e-03 6.806634335101374722e-01
7.787804021820314559e-02 1.946915224598627772e-05 2.673383374547897567e-03 6.642628095250299181e-01
7.794553721752203734e-02 1.975967021199102297e-05 2.669981601294331257e-03 6.826772533081016947e-01
7.801326242342110362e-02 1.957355228589963424e-05 2.687820616654173090e-03 6.596797610007139046e-01
7.808084548376242884e-02 1.965711523889622674e-05 2.737600011922443257e-03 6.744312831482586201e-01
7.814830353503197935e-02 1.942543549126298644e-05 2.687746508979531671e-03 6.575595153895794631e-01
7.821568590185938585e-02 1.963702346157039587e-05 2.770156157194071742e-03 6.748518854581713189e-01
7.828330567670119255e-02 1.968365399711032688e-05 2.672225699192780357e-03 6.555686012977940402e-01
7.835081353928841086e-02 1.947657014583361893e-05 2.551405787448361370e-03 6.600014682396394550e-01
7.841812264679907940e-02 1.957302802556543680e-05 2.786011777788499968e-03 6.658954076088773322e-01
7.848581337516613576e-02 1.968541529143663120e-05 2.751619985814956430e-03 6.903491616752616133e-01
7.855361307424080231e-02 1.973979251014500825e-05 2.920798198846222965e-03 6.949711093373717175e-01
7.862123302102530520e-02 1.954801415267606396e-05 2.899250742282863131e-03 6.846677655878488089e-01
7.868851518588371174e-02 1.941299496356844713e-05 2.839505270026724919e-03 6.852474581974408174e-01
7.875579170219614011e-02 1.965036681525864526e-05 2.807596796359965261e-03 6.692141819976703543e-01
7.882344298630866719e-02 1.959625087999990049e-05 2.966810556628753353e-03 7.019024680968358743e-01
7.889119392922530616e-02 1.978776310226165004e-05 2.705438818019084007e-03 6.699528373655242453e-01
7.895882784239247054e-02 1.942542498289223885e-05 2.988289332476713571e-03 6.965063629224910180e-01
7.902621188498823446e-02 1.959324168007106043e-05 2.845550936735314392e-03 6.716955570317796331e-01
7.909351714816784118e-02 1.950734782448233892e-05 2.952067279454132637e-03 7.060973193199416853e-01
7.916125457360731477e-02 1.978830977750039839e-05 2.735923427384311449e-03 6.529030271488068804e-01
7.922892574960004042e-02 1.951117383476818118e-05 3.064258018159534899e-03 6.926434451598085795e-01
7.929627012607497194e-02 1.953181054824274827e-05 2.751944060113285968e-03 6.624715491480082097e-01
7.936391006843092344e-02 1.977380166472449396e-05 3.075187151579222324e-03 7.002903052690135910e-01
7.943147775647999009e-02 1.948937822986631039e-05 3.098611888906365429e-03 6.933863948279630485e-01
7.949885538206999391e-02 1.959714810134886476e-05 2.972941737616693631e-03 6.930659546520018255e-01
